Name,lat,long,depth,semiMajorAxisLength,semiMinorAxisLength,semiIntermediateAxisLength,majorAxisPlunge,majorAxisAzimuth,majorAxisRotation,scatter_volume
ueussr,-12.951121,45.324087,42.060547,23.7125,10.919,12.7137,-32.8944,58.3792,91.2702,113.7751
uevkkc,-12.858021,45.422225,7.951172,21.548,8.5039,9.72317,-47.7084,92.9978,271.208,163.6538
uevmyb,-12.880511,45.353045,33.533203,8.2774,2.17988,3.1727,-16.0355,159.565,278.989,36.47276
uevqbs,-12.89656,45.255776,37.163086,6.36592,2.86719,4.58076,-34.1091,40.2564,84.505,29.30886
uevrtr,-12.876976,45.352332,33.59082,9.08935,2.26596,3.09677,-14.8567,154.155,274.461,83.29394
uevtta,-12.756859,45.361209,38.084961,8.83953,3.18144,3.90218,0.320668,129.009,321.052,63.79286
uevwnr,-12.826847,45.376194,44.595703,12.7149,4.12946,6.09174,-30.8986,129.437,112.606,325.1863
uevzna,-12.767586,45.433898,35.146484,11.3547,2.89147,3.78452,-21.0791,27.2285,155.898,100.3394
uewcsk,-12.912377,45.388277,31.170898,26.908,4.82901,6.90958,-12.3244,145.248,319.067,79.34381
uewguh,-12.802232,45.446081,4.897461,38.3967,8.83549,14.4405,-55.8925,44.0321,238.03,31.02133
uewijg,-12.819322,45.321845,21.462402,2.86757,1.46982,2.36004,-15.613,125.786,185.529,7.479951
uewjyg,-12.719663,44.934462,28.117188,48.9056,13.2221,27.6709,-15.3642,84.2404,149.684,604.7177
uewrnr,-12.913649,45.314802,38.31543,4.79688,2.12234,2.88639,-15.1297,166.572,294.321,43.50843
uewuiz,-12.903951,45.419986,35.088867,5.24955,2.56463,4.64629,5.13912,51.5266,31.6895,56.3558
uexacu,-12.784929,45.266121,36.356445,12.3266,3.01537,3.9159,-13.2285,137.124,280.241,47.17885
uexiwk,-12.766482,45.234489,34.973633,7.6684,1.89649,2.89747,-24.9348,128.591,144.345,18.40067
uexkvd,-12.829551,45.312822,41.830078,18.3355,4.31077,5.35542,1.4324,73.7754,4.8931,83.83224
uexlgi,-12.753871,45.282031,38.200195,9.32242,2.50788,3.03375,-13.8681,141.41,295.64,60.05612
uexppr,-12.719412,45.364881,51.740234,24.8337,4.98715,11.4458,-17.295,136.377,268.767,357.4817
uexzhw,-12.886404,45.499963,39.294922,24.9781,4.17629,9.2219,-41.2524,128.321,101.148,488.9837
ueycce,-12.935108,45.129617,47.476562,33.6614,8.70502,13.2113,-15.9878,71.3785,141.531,748.2474
ueygcn,-12.772361,45.338142,41.541992,6.15552,2.20161,2.73936,-7.73448,131.991,291.764,51.9875
ueygpy,-12.916553,45.353694,29.672852,9.28855,2.1586,2.94418,-24.2935,160.727,272.673,25.92278
ueygyr,-12.751132,45.323788,39.006836,9.89579,3.14913,5.54833,8.59398,160.205,345.012,92.5596
ueylmv,-12.831738,45.346661,28.750977,3.4358,2.28968,2.65506,-4.7358,72.5983,41.1802,21.238
ueynrm,-12.818285,45.333007,34.224609,14.7493,3.41742,7.46149,-35.2593,116.64,118.771,79.98031
ueyoyq,-12.86366,45.413573,32.841797,45.5082,14.564,26.4606,1.51192,106.553,299.295,327.1619
ueyspz,-12.735439,45.256159,39.698242,18.4186,2.15,3.01941,-19.3955,134.732,274.773,59.1833
ueyzvb,-12.885462,45.355196,32.668945,10.8586,2.65654,3.48727,-18.0291,154.661,272.44,64.58942
uezacr,-12.840341,45.414334,26.676758,14.6309,3.80786,7.74122,-47.9018,119.032,266.55,27.86666
uezgnj,-12.792889,45.356099,30.998047,13.8559,2.27384,2.57702,-15.3793,131.216,289.399,88.45367
uezjqc,-12.895355,45.355176,36.125977,33.4685,3.63019,4.92763,8.18558,139.575,226.785,70.6201
ueznsd,-12.854452,45.401347,33.821289,5.7202,2.3266,3.47882,-13.2609,163.708,283.288,68.85376
uezrhh,-12.809972,45.425187,37.912109,14.3731,6.57633,7.843,17.2806,136.704,210.166,134.8916
uezrrj,-12.84735,45.381196,25.063477,4.60471,2.07575,2.91907,-29.0311,153.741,137.157,22.15299
uezzqr,-12.77453,45.363335,36.644531,28.7357,9.87397,12.1531,-31.3833,108.68,249.108,724.8782
ufaqot,-12.793497,45.30642,30.94043,3.08517,2.10968,2.43118,-21.5116,39.6308,108.287,32.39011
ufaxoo,-12.859643,45.576338,17.285156,25.177,5.47797,9.8246,-59.4179,131.904,225.499,102.2447
ufbbom,-12.838225,45.416498,16.478516,22.9089,8.46219,14.5336,-34.5221,93.514,90.415,87.03894
ufbdav,-12.840959,45.364645,34.685547,7.14481,2.61342,4.24531,-2.66178,131.572,196.294,97.33268
ufberg,-12.835216,45.318571,35.376953,6.07063,2.49448,2.74175,-6.47713,158.783,284.925,52.72968
ufbfaw,-12.797761,45.31793,35.780273,3.10762,2.312,2.74389,9.34066,126.017,268.249,30.44737
ufbgfg,-12.806984,45.335911,37.681641,2.74839,2.1453,2.69504,-55.4251,198.501,264.464,28.17107
ufbrgf,-12.836527,45.271041,9.910156,100.813,28.6736,68.8459,-3.80504,122.364,266.758,995.8962
ufbyrv,-12.837878,45.243674,8.873047,93.4766,23.4,37.3198,3.86282,14.8361,90.4368,119.7261
ufbzja,-12.784948,45.27476,39.12207,10.6532,2.30798,3.22058,-11.9424,153.97,264.961,68.22824
ufcbrp,-12.853876,45.484165,27.886719,40.6786,8.86243,20.8167,-22.8153,69.4591,125.504,1188.502
ufcdux,-12.84017,45.322161,36.47168,8.20722,2.15577,3.23401,-3.93492,159.252,279.719,47.42204
ufcfzs,-12.928484,45.312609,34.916016,8.85139,2.96875,4.00632,17.6232,23.8671,65.422,98.62461
ufckjf,-12.874858,45.353056,30.998047,36.2218,5.29025,9.26269,-5.09777,74.4875,164.685,201.2046
ufckwj,-12.9192,45.267248,40.15918,4.2441,2.79572,4.02452,-6.95761,109.807,275.927,50.86855
ufclgt,-12.842982,45.314953,22.182617,21.3738,3.70665,9.14576,-27.0567,110.489,262.719,10.45564
ufcpcm,-12.85787,45.338687,27.080078,46.6201,13.0596,20.3109,-2.85147,97.6878,336.591,298.4389
ufdmwx,-12.841626,45.343761,35.204102,3.57021,2.86702,2.95636,5.1779,19.5647,114.174,36.26617
ufdnqx,-12.803357,45.290558,39.583008,5.59888,2.0235,2.68004,-7.00255,131.585,215.831,55.51474
ufdtyu,-12.777806,45.24166,36.47168,8.76403,2.49921,3.99245,-7.64162,122.796,224.623,53.97268
ufduyl,-12.763732,45.26761,37.27832,7.91929,2.35691,2.80682,-5.1846,150.146,287.211,66.44504
ufeaxx,-12.784287,45.29564,35.376953,42.2868,10.5616,13.3318,-1.39248,76.0711,28.9883,112.4158
ufecjy,-12.806183,45.290552,39.467773,8.49824,2.64054,2.7073,-16.7226,146.393,123.513,53.94895
ufesjy,-12.828851,45.316424,37.624023,12.6212,3.01911,4.03977,-55.4489,85.3201,210.679,38.91614
uffadg,-12.835338,45.381939,33.763672,17.7679,5.25197,6.54066,-32.306,119.392,294.193,156.2093
uffaoi,-12.710915,45.356261,53.583984,23.6549,5.00095,10.6551,-10.5078,120.31,271.016,407.2124
uffhvc,-12.835311,45.367537,16.017578,23.0789,7.05707,8.51494,-32.6659,111.469,247.432,242.4087
uffisf,-12.830339,45.353865,25.639648,4.63479,1.68726,2.7936,-36.2278,147.534,255.716,27.08948
uffogh,-12.77049,45.485727,49.896484,16.148,3.50077,5.76877,-18.7503,151.448,301.255,278.3327
ufggti,-12.772943,45.278388,37.912109,28.2025,7.11671,14.6971,-27.9964,115.966,206.075,99.56898
ufgqfk,-12.803399,45.310718,27.713867,3.66484,1.35841,1.92882,-22.4697,143.13,221.2,16.05444
ufgyaw,-12.803293,45.261758,39.237305,10.4532,2.2546,2.92388,-18.4297,151.774,250.493,38.69366
ufhcmb,-12.798845,45.554805,19.474609,24.0348,5.23844,8.49757,-62.4907,94.7762,222.514,202.0697
ufhlxp,-12.867105,45.363874,28.520508,5.98218,1.8493,3.60906,38.4655,21.4116,90.1678,29.72279
ufhsbs,-12.87213,45.407797,39.294922,16.1887,4.42286,8.47023,-46.3768,110.389,265.146,129.8582
ufhwzm,-12.903908,45.092252,41.253906,81.5629,21.309,33.7515,-1.53311,73.5824,81.8665,1773.891
ufjbdp,-13.127413,45.163668,34.570312,46.3193,23.0574,27.6223,0.0465675,9.71157,58.7783,16809.68
ufjytb,-12.86652,45.433734,5.416016,41.8832,7.75775,16.8929,-27.0707,112.667,209.907,171.0467
ufkosw,-12.826079,45.343792,25.870117,9.77651,1.7087,2.81054,-30.5907,127.632,251.939,20.44018
ufkuep,-12.838165,45.381933,4.955078,42.5738,23.1874,39.2461,-2.36691,90.8086,265.141,252.2578
uflgcd,-12.883338,45.353039,32.841797,5.75596,2.36529,2.41406,-3.80936,165.294,183.875,34.51573
ufmmkh,-12.796173,45.238735,23.56543,5.67306,2.60567,3.76072,80.8079,80.3139,3.40099,17.21717
ufnzwf,-12.672126,45.398796,30.364258,6.46311,1.58797,2.95663,-10.206,44.1557,123.008,15.36338
ufohid,-12.741929,45.31589,16.248047,91.9332,21.9844,40.3941,7.75371,85.1508,287.796,73.58048
ufponv,-12.798457,45.312889,36.298828,26.0181,8.27055,10.0173,-28.1021,106.58,224.464,500.8356
ufqubm,-12.738058,45.171215,43.385742,17.4946,7.7416,12.2279,-6.57047,146.023,289.627,49.13433
ufqwak,-12.86141,45.34228,33.936523,7.35577,2.27841,3.51399,-11.1057,159.772,272.821,39.98998
ufrvfs,-12.746593,45.192787,32.092773,15.7568,3.34532,6.21531,-30.8538,118.81,281.328,37.15641
ufskng,-12.750224,45.232369,39.294922,28.9314,9.49733,11.4227,-26.8796,108.31,232.803,513.3875
uftjbp,-12.779266,45.261815,34.858398,6.14988,1.78778,1.87458,-5.43906,161.311,236.639,17.59191
uftpgt,-12.792833,45.3273,22.701172,21.9849,10.9823,17.2451,15.0654,3.66971,39.8405,590.4144
ufuncn,-12.764808,45.465578,2.880859,52.3565,9.99374,23.8835,-34.8187,59.5777,140.005,97.64509
ufvmol,-12.860809,45.399175,18.091797,24.9597,13.0543,15.8593,17.3688,167.838,272.887,237.7721
ufvqam,-12.761875,45.399353,7.490234,32.8183,8.14181,12.3091,-45.217,61.2346,269.076,88.32847
ufvqpo,-12.825462,45.392038,21.433594,12.1488,3.70833,4.76617,-41.8332,89.8591,133.998,46.92243
ufxgig,-12.87512,45.517264,42.060547,32.0469,4.55832,7.25305,-12.0784,146.272,318.444,230.6892
ufxzdd,-12.769546,45.343907,0.633789,21.8825,12.9282,17.7217,-39.3728,100.944,282.047,40.18382
ufzphq,-12.948139,45.252052,37.220703,27.7591,9.75101,12.0857,-18.9201,62.6465,115.179,424.0439
ufzwox,-12.860735,45.358846,41.138672,16.3924,5.24848,7.44174,15.8859,168.585,30.4022,129.0704
ugaiby,-12.848125,45.420802,2.535156,48.0345,18.2703,25.4659,-31.1609,116.972,257.239,517.9575
ugakwr,-12.558653,44.966701,49.089844,37.116,13.8546,20.1917,4.37805,131.321,183.211,1681.81
ugbtpj,-12.85004,45.310617,29.327148,14.9163,2.36825,3.25118,-7.64308,144.898,309.974,21.76912
ugdqye,-12.785106,45.351075,32.553711,6.74037,2.06842,2.37417,-22.9377,124.089,283.897,29.31161
ugdzav,-12.809053,45.310706,38.200195,8.23864,2.30235,2.60073,-29.9567,141.341,189.806,67.4992
ugehra,-12.863546,45.350198,26.388672,30.9171,7.95156,11.5743,-8.64011,67.9742,154.69,108.598
ugeqsk,-12.816274,45.391335,21.260742,20.446,6.02836,7.98685,-33.5042,88.0336,267.538,63.67702
ugeted,-12.954624,45.308951,30.825195,15.5063,2.49786,4.28929,-15.6931,156.807,264.994,41.01001
ugflhh,-12.804773,45.291995,39.12207,11.22,2.52276,3.34515,-16.627,150.129,264.657,86.53782
uggbwu,-12.838165,45.381933,33.994141,11.0849,3.03458,4.51763,-42.9889,133.192,244.035,57.05706
ugglkw,-12.848712,45.353828,31.631836,3.40704,2.38996,2.69135,21.8616,40.4585,71.7107,25.21802
uggqur,-12.864587,45.184555,21.894531,98.377,26.8689,36.7946,1.94344,110.519,278.974,632.6398
uggsgt,-12.868463,45.335064,31.631836,9.0596,3.008,5.24587,-60.4427,67.06,276.809,38.70809
uggzci,-12.784431,45.367635,34.455078,17.8977,6.4519,7.48817,-5.50844,123.202,148.411,99.58763
ughcul,-12.722736,45.263387,39.12207,10.9489,2.38874,4.26916,-9.49573,131.621,163.354,59.51376
ughjaq,-12.829445,45.263857,40.677734,24.2447,6.2542,9.96141,4.51271,155.235,341.161,251.7009
ughrnz,-12.793412,45.267541,37.27832,9.29215,2.42644,2.68201,-16.3189,150.352,238.969,39.63814
ugigwz,-12.85506,45.347334,33.072266,26.598,3.56613,4.95871,-20.0108,68.8928,165.656,97.27727
ugilwz,-12.820465,45.363965,31.401367,4.86634,1.58597,2.31917,-21.5491,136.216,237.059,25.70206
ugivav,-12.795051,45.378414,34.62793,2.72037,2.08204,2.35782,-0.462232,110.538,251.856,20.73509
ugjcmg,-12.765257,45.319439,29.09668,13.0119,6.88631,10.4509,-9.51392,126.506,315.656,67.77732
ugjsaa,-12.816225,45.363973,23.911133,3.10967,1.56144,1.99481,-29.1201,160.485,242.065,15.15371
ugjtfv,-12.850115,45.348065,27.483398,6.71343,3.00624,5.02649,68.2736,157.818,85.7695,25.74029
ugjxdr,-12.869263,45.384756,7.029297,26.2215,5.50055,15.6534,-31.0108,120.228,178.334,116.7928
ugjycr,-12.84027,45.374008,36.817383,5.74685,2.35469,2.99136,-16.436,119.197,182.055,56.59503
ugkbww,-12.784387,45.344597,28.001953,23.3148,6.82195,10.871,-12.4945,148.189,200.532,261.6675
ugkooq,-12.739305,45.425308,53.123047,35.6171,6.17837,9.98228,-41.7712,140.31,116.625,404.182
ugksbr,-12.815771,45.525983,12.560547,36.1521,4.33947,10.8186,-61.6505,124.798,208.465,187.0995
uglmkw,-12.845942,45.384079,24.256836,13.8079,2.56256,4.55361,-39.0697,140.515,122.565,84.52168
ugmnkr,-12.975941,45.076183,34.455078,30.5926,10.4884,11.5187,-4.8326,82.2798,209.297,292.4301
ugmoba,-12.810516,45.335184,36.241211,4.06234,2.12472,2.44738,-23.0141,154.357,262.204,34.05653
ugmtfu,-12.76811,45.332391,29.672852,4.96054,1.80159,2.0521,-18.9023,140.705,223.336,24.37716
ugmxwa,-12.794848,45.277618,39.006836,8.55774,2.37707,3.07715,-14.7569,143.691,268.899,52.68867
ugmznl,-12.772586,45.134405,41.830078,23.5087,6.22275,7.13099,-21.1717,106.489,165.411,172.1455
ugnkdq,-12.759479,45.261861,39.12207,9.98439,2.83533,3.14617,-15.2196,127.901,166.506,83.0546
ugnptp,-13.037188,45.256162,34.570312,30.6003,12.6456,21.9533,-5.91404,28.3425,72.5259,1213.923
ugntgz,-12.911431,45.269427,33.072266,22.773,4.63054,12.7101,-34.4303,120.408,284.738,140.9899
ugojff,-12.848755,45.376873,37.854492,4.83979,2.09347,2.99118,-11.8782,149.513,313.491,39.48725
ugoodk,-12.763546,45.189863,39.698242,12.7776,2.47189,3.26642,9.37934,95.2429,270.077,30.94369
ugootx,-12.769439,45.292074,29.90332,14.0004,2.33695,4.28716,-15.0613,162.592,277.085,23.28967
ugorzt,-12.764384,45.243852,36.068359,13.7109,2.52346,5.01615,-25.3195,127.804,127.555,91.51616
ugpccm,-12.830848,45.259533,41.253906,82.167,23.2324,35.1402,-2.68391,67.9339,78.4879,2362.073
ugphhx,-12.835378,45.404982,35.146484,8.02924,3.17693,3.48212,76.3364,13.824,262.496,105.0835
ugpmnk,-12.682747,45.411011,29.845703,19.86,2.88721,10.0449,-13.267,31.9934,161.391,163.2322
ugpvck,-12.852244,45.353101,32.841797,6.22157,2.38243,2.77335,-24.3944,155.754,270.947,74.76903
ugqbqm,-12.93424,45.364464,39.755859,17.4324,2.61456,5.9075,-15.3214,150.078,277.253,105.0847
ugqcec,-12.82973,45.407872,33.994141,13.4113,2.81004,3.79822,-21.8812,124.612,288.278,94.73602
ugqguq,-12.832532,45.393465,17.169922,21.7692,7.353,11.0672,-45.0236,92.1967,270.012,48.43918
ugqiqu,-12.800686,45.368324,32.438477,4.17928,2.00609,2.45467,-11.5866,154.977,293.243,34.14107
ugqrrj,-12.843818,45.381923,41.138672,10.8164,2.47688,4.44762,-7.071,155.222,283.456,119.8083
ugqxaz,-12.782288,45.3554,42.579102,10.561,2.73205,3.74507,-31.1006,85.2235,166.587,57.38107
ugrija,-12.789075,45.225793,19.532227,4.38724,1.37314,2.00801,-4.2136,155.385,193.681,9.624544
ugrjpz,-12.864146,45.297624,37.624023,7.65768,2.19481,3.04394,-7.00169,158.616,277.855,49.31829
ugrnqh,-12.774695,45.461243,58.769531,49.8683,21.5588,28.0665,-16.4034,161.332,286.633,2160.23
ugrrbn,-12.848821,45.414319,33.821289,6.42271,2.30814,2.79037,-32.0575,114.071,129.089,43.09635
ugrzzc,-12.789169,45.266111,30.018555,11.5553,3.41162,4.52882,-24.13,123.148,265.92,49.15114
ugscxp,-12.800725,45.389923,24.602539,14.5724,5.06327,5.32972,-35.7241,87.6385,128.202,68.68427
ugsezk,-12.822438,45.291235,39.179688,6.28481,2.86023,3.18538,-2.58061,26.4732,112.446,81.09751
ugsfzq,-12.767892,45.233045,47.303711,12.6734,2.79739,5.09208,-32.2299,127.315,127.131,47.27446
ugsntz,-12.896801,45.37246,40.274414,9.44814,2.37004,3.85691,-12.0442,160.98,282.989,78.83702
ugsuxz,-12.736042,45.212249,40.216797,11.3458,2.25908,4.57005,-20.7629,126.879,137.271,33.66815
ugthoa,-12.872793,45.382589,23.219727,17.3233,2.7456,3.64182,-21.1308,148.228,175.398,27.5842
ugtjll,-12.780056,45.299969,32.035156,15.6168,5.82445,7.15527,-27.8274,86.9629,267.853,123.2388
ugujnk,-12.806309,45.352473,25.40918,6.61449,3.0504,3.48825,-30.0996,150.115,272.797,21.11942
uguxwd,-12.75536,45.31802,32.438477,13.6328,4.37017,6.06898,-6.07868,153.948,278.918,63.85753
ugvdiu,-12.912181,45.288874,23.334961,16.8491,3.34821,8.28832,-37.6484,122.873,101.192,38.84355
ugvhqk,-12.928603,45.37312,23.162109,16.0573,3.19432,4.60812,-35.0747,148.116,248.339,86.5309
ugwjdh,-12.868355,45.283211,36.010742,7.26373,3.06522,3.62857,-9.74459,142.719,282.778,54.19571
ugwkbo,-12.790798,45.371223,35.549805,8.13814,2.05096,2.3775,-19.9378,124.215,272.182,36.23326
ugwnbs,-12.806158,45.279032,41.772461,11.4677,2.39791,3.10885,-17.7527,151.52,271.428,52.84357
ugwptw,-12.854167,45.258758,39.467773,22.2344,3.50838,9.67107,-43.2392,79.6199,91.0698,60.36547
ugwtnv,-12.79752,45.211373,41.196289,7.36952,1.91492,2.09506,-19.19,136.64,235.718,20.60951
ugwwua,-12.864182,45.314908,32.553711,7.55674,2.32871,3.155,-12.6029,150.509,258.102,69.28607
ugxeoi,-12.790018,45.333066,41.599609,12.7714,2.45881,3.83778,-16.8861,153.697,276.664,124.2558
ugxlht,-12.886239,45.393367,32.380859,8.95279,2.29462,3.27609,-19.6073,156.153,279.944,107.7578
ugxsrh,-12.7646,45.344637,36.298828,10.5888,2.68881,3.84079,-20.8517,141.717,298.015,159.5828
ugyffv,-12.78787,45.319391,31.516602,4.90348,2.09241,2.68432,-10.6653,138.206,193.43,35.7075
ugyfou,-12.806177,45.287672,38.200195,6.24169,1.99184,2.9573,-7.27795,129.934,219.773,59.01752
ugygfa,-12.796226,45.261775,41.081055,9.1877,2.51613,3.16669,-11.3421,151.218,274.291,90.08285
ugyheh,-12.688529,45.14832,40.735352,28.3142,3.34513,6.2504,-28.0467,124.84,233.381,61.35457
ugymdh,-12.75869,45.226589,41.138672,22.6886,5.61635,7.43579,-40.3377,121.666,107.343,130.2618
ugymka,-12.83888,45.386973,29.557617,5.75595,2.86211,3.61743,-51.8769,123.28,197.766,76.70591
ugyrws,-12.779342,45.296371,36.47168,2.66692,2.1002,2.37993,16.1164,79.4671,274.639,20.33175
ugzcbq,-12.756639,45.256109,35.780273,4.88944,1.99438,2.19853,2.79523,146.333,166.693,31.83263
ugzjfa,-12.799206,45.333767,35.43457,8.36523,2.33837,2.95788,-16.7347,129.515,160.824,34.93889
ugzphc,-12.903387,45.517226,40.677734,5.83183,2.57699,4.65203,21.2396,358.98,54.4755,107.8297
ugztig,-12.788721,45.394985,16.132812,40.3685,17.3282,26.3856,11.5529,60.6751,30.257,407.5016
ugzwki,-12.778756,45.356127,37.451172,14.9556,2.58867,4.26861,-19.3608,122.621,303.396,177.0175
uhabox,-12.876513,45.501417,50.472656,70.3897,26.7112,31.1961,-0.492919,140.19,261.887,1187.779
uhafaw,-12.877871,45.462523,46.900391,14.2956,4.78718,7.11623,-41.8003,166.122,262.322,186.913
uhajpi,-12.670992,45.198023,36.990234,21.1491,3.96697,7.06143,-0.65226,137.932,1.34448,231.579
uhanzl,-12.804478,45.319716,25.265137,2.8019,1.95846,2.15428,-58.8807,113.49,221.286,11.53608
uhaqxu,-12.848297,45.541784,28.347656,42.0011,20.1288,26.0906,-1.06841,111.619,242.941,622.0337
uhatxy,-12.785044,45.319397,33.014648,10.4539,3.10161,4.48018,-27.0572,122.409,260.096,79.47687
uhavfd,-12.858948,45.190331,13.597656,103.454,27.823,58.1016,1.90981,39.1121,88.1707,1564.645
uhaxob,-12.928345,45.249217,36.759766,26.4556,5.03792,13.9335,-37.2375,107.523,96.4612,224.7321
uhbirn,-12.580199,45.365871,3.514648,19.8715,4.8874,5.71432,68.181,159.328,89.1489,58.50774
uhbrom,-12.724969,45.315926,31.689453,17.0057,9.3215,11.4777,-5.38506,144.205,177.491,90.15375
uhbzse,-12.864328,45.391247,28.866211,17.1942,3.05829,4.62495,-38.473,136.117,144.217,51.63645
uhdaky,-12.687995,45.215251,36.759766,27.7572,3.57117,7.64245,-18.1311,143.71,188.235,115.5594
uhdjyf,-12.809651,45.261023,16.708984,85.8894,19.4808,26.4233,-0.626356,87.0119,213.378,141.1291
uhdndi,-12.742411,45.215832,36.356445,9.66939,2.45082,2.92011,-12.1705,133.721,228.315,51.911
uhecnl,-12.762797,45.173307,4.839844,109.533,28.0846,36.0385,-2.20589,120.958,278.879,1884.643
uhepbu,-12.887754,45.455306,31.113281,75.7596,21.9728,26.6353,-3.33198,100.872,259.871,495.1039
uhfpjc,-12.721426,45.039542,35.376953,37.5317,6.64441,16.9067,10.9145,113.725,9.25224,552.6146
uhgssg,-12.762208,45.220101,41.311523,8.19287,2.55415,3.46987,-7.99594,126.673,210.68,48.9506
uhguzv,-12.826113,45.361074,36.932617,16.9986,2.08915,2.71618,-9.57658,123.197,221.867,34.40534
uhhcoa,-12.765286,45.333837,31.286133,8.68888,1.83061,2.17984,-30.1044,144.294,254.282,65.40727
uhhoja,-12.679465,45.195122,58.884766,36.7855,8.48923,15.7115,-21.4981,122.956,262.196,344.63
uhkaxc,-12.832383,45.315696,39.755859,15.8978,3.80974,4.61964,-15.6917,153.584,196.093,84.57682
uhkjcm,-12.879902,45.407063,5.243164,36.8112,12.9369,18.4063,-25.1855,111.445,103.838,48.93624
uhklrs,-12.758553,45.171879,41.138672,25.1439,5.77712,11.4495,-4.10123,106.932,190.257,163.8224
uhlczl,-12.800135,45.271486,32.236816,4.02546,1.3787,1.95455,-31.1959,141.338,220.456,9.28887
uhmfki,-12.951499,45.566151,35.146484,33.7114,4.87493,8.5472,-25.6956,146.956,318.923,215.1494
uhmkhk,-12.763748,45.274809,37.854492,15.9247,2.38722,3.06368,-24.1497,143.014,252.664,38.97593
uhmtko,-12.824062,45.399241,6.568359,65.125,19.1111,29.6975,-2.74995,91.4003,170.939,247.4483
uhmuvg,-12.920208,45.422119,46.900391,30.277,6.07317,14.3913,-64.5535,66.5029,268.991,142.7868
uhmxke,-12.790697,45.319385,33.245117,6.70306,2.33143,2.64188,-15.275,142.936,286.757,45.61059
uhmxqo,-12.88835,45.388322,35.665039,6.81444,2.88037,3.7961,-51.3002,135.56,200.277,32.12676
uhniaw,-12.737766,45.354768,19.359375,27.986,7.49904,15.3422,-47.3975,79.7904,256.163,495.6271
uhovpy,-12.839063,45.29948,26.41748,7.76446,2.34923,5.86588,30.8973,130.206,226.889,8.50843
uhozan,-12.876363,45.403468,23.277344,102.509,20.46,25.3838,-0.472003,110.649,323.382,729.4104
uhpfta,-12.812027,45.387023,15.15332,14.4762,1.68658,11.4657,-45.8108,100.68,247.808,40.83302
uhpwbb,-12.881208,45.348002,33.59082,9.86314,2.27451,3.33505,-14.4934,156.33,273.596,53.46423
uhpxts,-12.866496,45.41933,6.107422,40.7324,8.05646,16.6976,-27.2541,112.08,212.462,149.7762
uhpznl,-12.688291,45.350548,34.685547,34.8408,8.32305,17.2347,-27.2954,44.3453,100.341,108.4105
uhqezv,-12.685347,45.292981,38.833984,13.7948,6.50964,12.3493,43.4531,299.434,268.646,119.0743
uhqzum,-12.871369,45.37683,25.524414,2.8192,1.69884,1.9911,22.0369,8.61439,100.874,13.75029
uhrfcp,-12.787044,45.263956,42.982422,18.5238,2.97889,8.5951,-19.7052,77.3805,179.347,139.7561
uhrlbm,-12.838937,45.420098,15.038086,11.5788,4.38328,5.38738,-64.071,87.7922,201.535,58.57375
uhrpqg,-12.772844,45.235193,40.677734,28.0522,8.10427,8.58838,1.024,99.1489,163.163,237.0292
uhsama,-12.761191,45.413032,8.354492,26.5871,2.83559,11.8188,-42.2407,61.6453,111.315,63.17588
uhsncn,-12.804309,45.419437,25.697266,26.504,7.93655,10.7274,-42.9685,114.616,263.704,513.9477
uhsuly,-12.809967,45.422307,5.416016,45.9053,23.2631,39.2178,-4.0286,113.837,278.514,350.5257
uhtjnl,-12.963217,45.366569,20.454102,18.9486,2.6744,6.30675,-29.903,166.265,268.921,56.45861
uhtmow,-12.798596,45.384887,34.224609,12.5793,3.50724,8.46199,-63.1071,98.7796,250.92,100.3098
uhtohd,-12.781429,45.281248,37.681641,26.6247,8.44367,10.7014,-24.1757,106.929,223.944,576.7175
uhtquw,-13.02315,45.299434,5.761719,42.7269,15.3081,25.5774,-4.58666,164.52,11.5093,700.8181
uhuqga,-12.542285,45.162396,41.714844,66.1293,24.318,26.0772,-1.44548,149.586,283.451,945.0559
uhurmj,-12.917219,45.332803,34.916016,18.7789,8.50952,13.4873,-34.4602,41.2376,82.4463,108.1614
uhwhxj,-12.857781,45.295477,35.837891,6.16743,2.36833,3.32588,-6.91775,161.142,258.254,33.40245
uhwltq,-12.802879,45.40936,1.152344,36.8558,15.3142,27.4947,-12.6605,13.2171,55.2787,858.653
uhwrav,-12.879336,45.498532,29.960938,92.2289,21.3523,24.6364,-5.27661,106.372,144.792,1759.585
uhwucg,-12.716887,44.948868,23.738281,42.1301,19.4673,27.6631,5.72213,85.6707,67.2987,816.7219
uhxkpf,-12.751883,45.346102,21.433594,26.208,17.1135,22.3373,-40.1384,145.936,276.367,1448.477
uhyzjx,-12.799322,45.395686,19.301758,18.378,2.46891,3.65426,-54.8833,119.701,114.136,21.15618
uhzdgc,-12.784224,45.266843,39.986328,18.1515,3.17571,5.61967,-24.5213,122.246,207.679,261.907
uhzpea,-12.841771,45.109723,20.511719,85.8582,15.8403,26.5674,1.49826,105.124,170.567,1222.29
uhzprc,-12.898193,45.360933,34.62793,5.75076,2.3234,2.86018,-15.9545,142.609,286.941,39.74197
uiaacm,-12.823361,45.402843,39.928711,4.89914,2.55159,3.6016,-25.0302,149.191,300.757,73.0114
uiaies,-12.892088,45.523003,39.986328,29.4935,5.67546,9.8847,-11.9662,122.274,222.547,327.6923
uiallf,-12.852942,45.063601,3.917969,56.5445,25.6885,41.4757,-4.14226,99.2521,241.354,2457.046
