Name,bias_lat,bias_long,bias_depth,semiMajorAxisLength,semiMinorAxisLength,semiIntermediateAxisLength,majorAxisPlunge,majorAxisAzimuth,majorAxisRotation,scatter_volume,ref_lat,ref_long,ref_depth,majorAxisPlungeSin,majorAxisPlungeCos,majorAxisAzimuthSin,majorAxisAzimuthCos,majorAxisRotationSin,majorAxisRotationCos
tzkgbe,-12.779196,45.231578,36.817383,13.2814,2.20196,2.36856,-19.9633,141.625,273.137,33.2059,-12.830201,45.286178,32.323242,-0.3414181664058138,0.9399115041577543,0.6208057703813594,-0.7839644095628365,-0.9985015395494825,0.05472362851011724
tzkole,-12.838234,45.422259,18.091797,33.5115,11.9722,19.695,-25.6889,86.3075,76.7913,213.5079,-12.786989,45.415507,32.063965,-0.43348450940532784,0.9011610178573096,0.9979240569820446,0.06440168085148978,0.9735442180211972,0.2284986992468354
tzkpmr,-12.971301,45.580538,33.763672,39.4094,5.91966,15.921,-42.6493,141.899,113.237,504.6716,-12.827932,45.682223,35.204102,-0.6775090918021079,0.7355143985847475,0.6170496096539007,-0.7869242525338566,0.9188807510382332,-0.3945353791124599
tzlagc,-12.806454,45.253471,21.750488,3.9575,1.66405,2.16876,-22.8319,154.335,222.961,6.593218,-12.782382,45.407236,22.52832,-0.3880287829214236,0.9216472555292067,0.4331085670811968,-0.9013417604443236,-0.6815003854346444,-0.7318177537149745
tzlcqv,-12.827146,45.347031,30.565918,2.24143,1.55681,1.90032,-25.208,134.133,224.203,12.13521,-12.823278,45.356759,30.018555,-0.42590562510408203,0.9047675936419811,0.7177253616768785,-0.696326292197698,-0.6972026392505264,-0.7168741031883494
tzmein,-12.791895,45.222907,41.196289,14.6834,2.42573,3.8174,-22.6068,124.221,189.318,57.78135,-12.843327,45.310992,38.978027,-0.3844048887472902,0.923164601524118,0.826874504407811,-0.5623864809544563,-0.16191384299031425,-0.9868048983705482
tzmywu,-12.861438,45.356684,35.204102,9.04486,3.06153,4.85866,-36.1489,89.9826,91.4973,53.68577,-12.827189,45.370073,43.01123,-0.5898857345807463,0.8074867306266607,0.9999999538870153,0.00030368728517906214,0.9996585574252342,-0.026129840537201597
tznfjk,-12.755995,45.284185,40.216797,10.3456,2.72436,2.98735,-8.35938,139.35,249.884,118.0171,-12.734175,45.325264,41.541992,-0.1453816445762801,0.989375650306948,0.6514365585967603,-0.7587031106589781,-0.9389982475888738,-0.34392192576953273
tznhda,-12.842682,45.576356,11.292969,35.3188,20.4313,26.7643,-42.9385,90.6473,224.341,708.1339,-12.793968,45.624648,39.12207,-0.6812129487342142,0.7320853218558865,0.9999361837420753,-0.011297275925400006,-0.6989272455514479,-0.7151927750095537
tzniwv,-12.841271,45.577798,12.791016,35.3175,14.6339,17.5131,-53.8079,81.1837,124.881,329.4311,-12.79963,45.634723,37.624023,-0.8070417377794119,0.590494397502624,0.9881848187198011,0.15326696986537486,0.8203415615320934,-0.5718738693305427
tznmjw,-12.819101,45.39133,35.088867,5.24926,2.19755,2.70024,-14.7557,150.63,298.341,55.84395,-12.786285,45.416948,32.58252,-0.25469815231868553,0.9670206053675628,0.49044751985917345,-0.8714707282886704,-0.8801378777007759,0.4747181439932268
tznnnf,-12.906005,45.381806,36.990234,15.1864,2.46502,4.051,-16.4173,157.341,280.723,98.49508,-12.794758,45.412614,39.611816,-0.28263110111038736,0.9592286800784942,0.38524578916419644,-0.9228140018071115,-0.9825381860189815,0.1860610464727356
tzntdy,-12.859909,45.299074,37.739258,3.77971,2.12013,2.42754,-8.7337,166.193,286.57,29.64394,-12.766594,45.283441,38.200195,-0.15184220238805787,0.9884047478507699,0.23865210223272385,-0.971105130302534,-0.9584720291728899,0.2851865517397394
tzoaaa,-12.86366,45.413573,34.685547,9.52524,3.37284,5.17625,-25.2046,158.82,254.652,104.0845,-12.768821,45.33455,36.644531,-0.4258519343644134,0.904792865797519,0.36129910565675466,-0.9324499752006159,-0.9643360182324929,-0.26468102300599694
tzodfk,-12.800584,45.316484,36.010742,3.11848,2.34234,2.55148,7.28846,122.511,271.627,29.95606,-12.798122,45.321889,36.730957,0.12686482757813336,0.9919200146804028,0.8432882761507715,-0.5374615179774829,-0.9995968462888205,0.028392690774989474
tzohuv,-12.884065,45.363841,31.516602,7.60438,2.54337,4.07478,-18.624,152.963,264.173,56.66385,-12.800704,45.378404,36.010742,-0.31935628160744434,0.9476347215028936,0.4545657919453583,-0.8907131641516752,-0.9948329767077895,-0.10152511243391416
tzokoi,-12.934509,45.540237,41.138672,19.1187,3.78062,6.80812,-25.5675,153.211,285.28,539.3369,-12.77454,45.630785,36.154785,-0.43157413104331804,0.9020774741751425,0.4507061682058269,-0.8926723642755056,-0.9646494687623135,0.2635363398406118
tzomtx,-12.759412,45.233066,38.084961,7.78757,1.98644,2.18767,-12.1785,133.077,213.671,24.88857,-12.777947,45.305014,34.858398,-0.21095801038712989,0.9774951242095807,0.7304365014552522,-0.68298061271299,-0.554423266574011,-0.8322348475529027
tzopcm,-12.86708,45.350911,24.141602,9.26044,3.10339,3.54467,40.1137,0.401269,306.739,23.28599,-12.801826,45.413321,27.915527,0.6443065117846168,0.7647673625828573,0.007003407984718543,0.9999754758375825,-0.8013686680007974,0.5981707598559358
tzoqtf,-12.911892,45.537383,40.216797,20.3374,4.53213,6.82582,-32.7846,142.213,292.917,581.5899,-12.798582,45.649483,35.405762,-0.541482262634004,0.8407121738459361,0.6127277573928098,-0.7902940562350055,-0.9210699096192163,0.38939725421996596
tzorsg,-12.815577,45.396376,23.623047,18.5513,4.18894,6.93118,-38.1094,94.9215,97.4773,56.014,-12.824643,45.332274,37.624023,-0.6171649721431475,0.786833779879555,0.9963131737035348,-0.08579079149180412,0.991496496698923,-0.1301333817041674
tzouea,-12.917991,45.366657,31.631836,10.8416,2.91928,3.35741,-19.8564,154.405,215.142,70.7674,-12.817713,45.405733,37.047852,-0.3396639267362873,0.9405468711734073,0.4320070474223847,-0.90187022956598,-0.5756048325678588,-0.817727996784094
tzpala,-12.76395,45.374154,37.393555,5.2306,1.94741,2.25012,-17.8506,141.447,274.847,40.0319,-12.778548,45.43928,32.697754,-0.3065360459594057,0.9518590507672725,0.6232383019225165,-0.782031980814556,-0.9964238826550339,0.08449524291146324
tzpazt,-12.847231,45.319265,34.051758,5.14628,2.42356,2.70666,-10.3804,157.048,247.324,32.50953,-12.815497,45.353174,35.837891,-0.18018267010713238,0.9836331660700874,0.3899598311216853,-0.9208318685360247,-0.9226996564624285,-0.38551957662888725
tzpixj,-12.927501,45.593552,38.027344,32.3859,7.90293,15.2061,-27.9465,122.129,180.282,933.2631,-12.837788,45.631809,32.323242,-0.46864690491158667,0.8833855774896884,0.8468528478936628,-0.5318272783661937,-0.0049218086192611915,-0.9999878878266053
tzppoh,-12.877586,45.304076,37.912109,7.19965,2.9422,3.61515,8.27754,20.7952,76.6722,106.7979,-12.797778,45.32657,37.508789,0.14396829487031576,0.9895823008078377,0.3550286453893605,0.934855422486812,0.9730671377433964,0.23052189797039696
tzpybr,-12.702958,45.267752,42.924805,8.66637,2.87375,3.32279,4.86712,132.64,274.455,91.16898,-12.739241,45.387877,38.603516,0.08484514214982579,0.9963941498491327,0.7356243592037875,-0.6773896974017372,-0.9969786478821293,0.07767609456661219
tzqkdk,-12.555792,45.193288,8.008789,43.1626,6.70776,17.9823,26.4024,170.116,334.564,47.79998,-12.799687,45.402525,36.961426,0.4446726982813149,0.8956931346187793,0.17165399915955615,-0.985157299405801,-0.42950263100135866,0.903065606677007
tzqsef,-12.824622,45.046408,13.136719,30.095,11.2738,22.604,-42.0952,144.744,263.666,93.02286,-12.801931,45.284801,31.170898,-0.6703644569835183,0.742032003900905,0.5772307053762019,-0.8165811121810818,-0.9938956628023734,-0.11032412004013795
tzqunn,-12.747522,45.287084,36.068359,15.2693,4.88582,5.28201,-49.3131,118.658,92.8744,46.03845,-12.755508,45.395766,31.401367,-0.7582834109414065,0.6519250483691098,0.8774979502183488,-0.4795803867576282,0.9987418626368242,-0.05014670294971468
tzqwqi,-12.787258,45.36763,33.072266,9.12066,2.94798,5.2004,-35.1561,122.438,158.084,108.2875,-12.783845,45.437471,32.323242,-0.5758060509838364,0.8175863206111019,0.8439723660437191,-0.5363866565776657,0.37324686879006225,-0.9277320598849724
tzqzqf,-12.761796,45.356161,39.755859,13.3401,3.41273,5.0492,0.238359,128.916,243.577,143.2517,-12.82164,45.429848,34.138184,0.004160137351929857,0.9999913465911658,0.7780677578168087,-0.6281803596467531,-0.8955332000750594,-0.44499470509582867
tzrfyw,-12.836475,45.247998,39.871094,83.9369,22.5891,33.4101,-1.93871,110.993,283.436,2199.595,-12.826747,45.324349,35.607422,-0.03383041628019521,0.9994275876391989,0.933624202434236,-0.35825388850511664,-0.9726300746985016,0.23235907081925408
tzrluk,-12.799069,45.268968,37.854492,8.88411,2.37084,2.8409,-14.3913,147.333,251.975,46.51329,-12.81649,45.31897,39.208496,-0.24854281110086437,0.9686209119413436,0.5397555554813466,-0.8418217984389706,-0.9509215916656524,-0.3094319416350909
tzrqya,-12.789321,45.338107,38.776367,3.68418,2.60757,2.82396,-9.48804,123.535,279.543,39.70107,-12.771282,45.328425,38.862793,-0.16484172365026856,0.9863200323140601,0.8335485073852487,-0.5524462741623154,-0.9861614569540735,0.1657877583484949
tzrrro,-12.86482,45.282499,42.175781,16.5469,7.1809,11.04,1.89163,146.882,185.996,125.3291,-12.837355,45.327927,42.579102,0.03300917429156522,0.999455048720346,0.5463651111576393,-0.8375471122926164,-0.10445903228675114,-0.9945291904080621
tzrsuh,-12.845808,45.314947,37.27832,14.723,4.68549,5.40077,-9.98554,89.2804,129.422,81.94377,-12.820877,45.396727,38.689941,-0.1733996316670547,0.9848515460401784,0.9999211319069566,0.012559059117253999,0.772489797518417,-0.6350271747964454
tzryvs,-12.69043,45.071309,9.333984,41.0455,16.6955,22.5354,-21.9282,116.812,194.758,234.3633,-12.803954,45.418358,32.409668,-0.37344440247126165,0.9276525633354776,0.8924913673049184,-0.4510644735358763,-0.2547369708085075,-0.967010380349304
tzsidg,-12.722011,45.255471,42.291016,24.3098,8.32486,12.5639,-34.5696,122.497,200.202,124.7559,-12.753784,45.420604,36.039551,-0.5674069253746175,0.8234375392444306,0.8434195775984761,-0.5372554477374876,-0.34533095837466865,-0.9384809690068483
tzspkc,-12.819767,45.369007,31.574219,51.6716,24.112,27.0769,-5.57026,88.1036,120.188,201.8896,-12.777772,45.397525,31.891113,-0.09706630298735817,0.9952779173800483,0.9994522971702172,0.033092381014001304,0.8643801352485299,-0.5028389223078632
tztmpd,-12.814874,45.398538,27.829102,9.45495,2.54828,3.29792,-19.5734,141.193,154.251,54.94868,-12.75238,45.426365,24.055176,-0.33501417630094976,0.9422130871928049,0.6266990207821166,-0.7792614050180697,0.43442953718840494,-0.9007058216855647
tztoms,-12.781764,45.462672,28.923828,13.0721,7.77696,9.7006,-20.0044,24.0993,190.923,115.1837,-12.80885,45.388828,32.121582,-0.34209230552991754,0.9396663527535853,0.40831930797756877,0.9128391658625956,-0.18948961123470745,-0.9818827258049301
tztxui,-12.837462,45.384095,33.936523,5.94043,2.46368,2.79263,-21.8713,135.746,229.899,40.39159,-12.796122,45.384532,36.846191,-0.3725229738123208,0.928022970611194,0.6978404654505711,-0.7162532267150565,-0.764910158723799,-0.6441369800602451
tztyrc,-12.942647,45.326987,33.302734,19.8422,8.73283,15.3409,-11.6922,153.555,240.191,158.9602,-12.76854,45.372345,32.294434,-0.2026539863129868,0.9792504081344341,0.4453385323473689,-0.8953622683621929,-0.8676873781763728,-0.49711026317449153
tzuuuf,-12.780303,45.432437,21.433594,100.742,21.2661,25.9069,-0.708373,73.9268,185.558,575.9928,-12.789995,45.321547,40.447266,-0.012363126216333798,0.9999235736345848,0.960908762490071,0.2768652202242103,-0.0968533338193369,-0.9952986645867059
tzwadv,-12.774327,45.265426,17.285156,79.8072,26.6374,39.7849,-2.33458,169.749,262.041,3512.727,-12.77244,45.379897,35.665039,-0.04073483383157158,0.999169992199883,0.17796072019688633,-0.9840375917956619,-0.9903674053763365,-0.1384644444185699
tzwhcj,-12.706293,45.184976,34.800781,30.2945,16.0007,17.0667,13.9111,157.217,274.448,1040.165,-12.830076,45.403911,24.458496,0.2404160963736252,0.970669923611764,0.387242047095542,-0.9219780891980319,-0.9969881303667296,0.07755429006736538
tzxtpv,-12.797848,45.362569,26.676758,2.63721,1.55405,1.9689,-13.4524,151.458,244.882,14.59088,-12.745267,45.399023,23.824707,-0.23263746109107658,0.9725635257900113,0.4778028385922835,-0.8784671009395607,-0.9054354881462877,-0.4244838946359376
tzyedc,-12.982271,45.352843,7.490234,36.4487,16.6604,23.2414,-10.9618,131.035,195.814,205.3039,-12.793397,45.445015,37.422363,-0.19015448668913773,0.9817541806338237,0.7543086757803529,-0.6565199324030387,-0.2725153531195129,-0.962151434190142
tzzgnf,-12.937177,45.427853,14.634766,25.7351,5.02912,10.7016,-44.2549,130.603,159.354,78.36833,-12.816431,45.290889,40.821777,-0.697851716243854,0.7162422649742946,0.7592372318357683,-0.6508139717264525,0.3525930516917001,-0.9357767575114986
tzzoxr,-12.814024,45.322936,4.378906,53.8434,20.0539,36.3393,16.9161,177.021,272.432,158.3659,-12.791239,45.42126,23.594238,0.2909710448304597,0.9567318595459601,0.05196993589465848,-0.9986486498078817,-0.9990992864956784,0.04243366262563664
uabccp,-12.819083,45.381249,23.680664,17.6964,3.02726,6.92222,-45.7861,80.4239,269.715,69.16346,-12.780801,45.317966,35.780273,-0.7167414537672079,0.6973390053995757,0.9860655161494779,0.16635744005262798,-0.9999876287505469,-0.004974167855858864
uacivy,-12.753523,45.140939,38.661133,11.011,2.22744,3.61981,-8.42213,107.049,305.052,74.80566,-12.827586,45.394194,28.866211,-0.1464651155511268,0.989215835865255,0.9560543666839108,-0.29318944037026,-0.8186311455376847,0.5743196388385636
uacpjf,-12.606097,45.247114,28.232422,17.7147,10.0345,12.5762,0.759837,153.208,312.537,204.7594,-12.745271,45.401183,33.043457,0.013261268707169371,0.9999120655099009,0.45075290780368227,-0.8926487641320774,-0.7368409059901613,0.6760661796448616
uacrmr,-12.622018,45.438457,12.675781,34.7345,9.59768,18.6176,0.593624,30.4677,156.397,661.6148,-12.75942,45.410516,30.335449,0.010360507960201704,0.9999463284970882,0.5070525463527724,0.861915143872742,0.40039701264840377,-0.9163417660797929
uacrwd,-12.795011,45.356815,30.94043,6.86252,2.11568,2.87216,-11.6755,152.875,294.035,59.14078,-12.767886,45.401862,32.236816,-0.2023685556069671,0.9793094340919778,0.4559332924686272,-0.8900139509124098,-0.913296825934063,0.4072946203165048
uadauc,-12.83324,45.394184,28.635742,15.4991,2.33905,2.73927,-5.49226,141.637,302.622,44.41171,-12.808921,45.430589,26.993652,-0.0957112850825726,0.9954091369421131,0.6206415636447815,-0.7840944136241251,-0.8422454617783558,0.5390942237807452
uadnwh,-12.735892,45.301146,9.247559,10.0009,4.7534,7.45713,-23.8446,36.8065,101.392,4.109489,-12.770865,45.29783,33.360352,-0.4042573940390282,0.9146452642225694,0.5991144347531543,0.8006634087245453,0.9802987632372294,-0.19752046677637866
uaeqbc,-12.953869,45.286619,17.169922,28.2561,10.0863,18.4143,-35.4012,174.425,224.891,181.6883,-12.784873,45.417671,30.508301,-0.5792982442122591,0.815115663113275,0.09714864061033152,-0.9952698838142168,-0.7057602962092749,-0.7084507070323217
uaesuh,-12.666674,45.167811,58.769531,65.6898,19.8405,28.3571,-10.366,98.7133,210.694,1453.465,-12.805649,45.650198,32.467285,-0.1799354504408054,0.9836784198480032,0.9884587481858513,-0.1514902740602831,-0.5104528715930845,-0.85990573081145
uafhxd,-12.841883,45.150049,36.183594,40.3345,21.3489,26.9648,6.44254,86.3359,119.803,326.7152,-12.765992,45.560962,37.883301,0.11220673738880002,0.9936848836953095,0.9979558565966892,0.06390702844263976,0.8677394306836763,-0.49701939643918247
uafykf,-12.842837,45.248703,24.026367,10.4724,5.87466,7.71343,5.2099,47.9471,18.0689,18.39898,-12.783972,45.314,38.689941,0.09080465531505941,0.9958687235640615,0.742526714466613,0.6698164512039226,0.3101604464236357,0.9506842259521776
uagxoi,-12.871204,45.027533,14.634766,32.5073,10.918,19.7646,14.2676,113.575,283.843,148.2651,-12.831981,45.292294,37.537598,0.2464510077733309,0.9691552511169248,0.9165373275448145,-0.3999491557898444,-0.9709549890857095,0.2392622184331861
uahwgo,-12.852857,45.306291,30.018555,12.3226,3.91229,4.60508,31.7798,51.722,55.4662,38.06421,-12.771141,45.447571,37.508789,0.5266561275528306,0.8500784218594521,0.7850142907398223,0.6194776536197684,0.8237919101441571,0.56689230792192
uaiixj,-13.146265,45.378472,12.560547,36.181,11.5577,21.3825,13.0098,163.434,312.836,293.6397,-12.833524,45.356379,41.225098,0.2251177095170105,0.9743315743943716,0.2851196370740225,-0.9584919366143764,-0.7333028141364973,0.6799021861852582
uajmnp,-12.834668,45.402823,34.166992,4.45229,3.24731,3.86354,-50.4749,137.693,98.3676,52.99985,-12.782073,45.434234,33.101074,-0.7713458577075911,0.6364161907096177,0.6731028714717733,-0.7395488654689787,0.9893547827927016,-0.14552358491050893
uakhqr,-12.840927,45.347363,34.685547,5.56986,2.2922,3.66885,-14.3935,138.311,246.797,44.89817,-12.811571,45.332661,36.385254,-0.2485800032906934,0.9686113678684547,0.665086998154854,-0.7467658835842499,-0.9191147112451612,-0.3939900348647463
uakwxp,-12.823544,45.163062,23.853516,98.3158,15.9275,24.1905,3.03868,77.7164,10.3474,142.0694,-12.786396,45.290596,42.233398,0.053010112428343706,0.998593975537773,0.9771065109488232,0.21275071389167508,0.17961610821907256,0.9837367806828382
uamanu,-12.765257,45.319439,30.94043,11.1528,2.33121,3.50681,-11.1664,135.799,239.625,38.3637,-12.793738,45.437455,31.516602,-0.19365905570581415,0.9810688916396914,0.6971776151989254,-0.716898439714817,-0.8627343859777915,-0.5056573733779851
uambkc,-12.815298,45.25813,37.220703,4.27985,1.75809,2.16668,-12.7021,135.175,169.922,28.09972,-12.829843,45.284378,38.92041,-0.21988195941365637,0.9755264855063707,0.7049437515182758,-0.7092632143254994,0.1749886910899823,-0.9845704433866653
uamcgd,-12.722306,45.402304,54.275391,29.8759,6.11411,11.3882,-38.4945,133.902,122.236,605.9413,-12.792924,45.643008,37.652832,-0.6224395087796042,0.782667910361863,0.7205269069514653,-0.6934269798320185,0.8458581830789282,-0.5334078496970346
uamgle,-12.738191,45.224481,42.00293,12.2351,2.40496,2.93421,-13.8511,127.463,295.819,77.6513,-12.826941,45.430919,35.376953,-0.23939948156951818,0.9709211544838469,0.7937462958192457,-0.6082489768780761,-0.9001743938040807,0.43552963244704246
uamoib,-12.744774,45.324521,37.912109,18.1277,5.38829,8.97514,-51.3499,172.097,102.979,125.7902,-12.755726,45.324139,39.266113,-0.7809746471856645,0.6245627273967179,0.137496408802934,-0.9905022653009413,0.9744524482044008,-0.2245939139612859
uanitx,-12.860708,45.344442,26.158203,25.6248,6.1351,13.6747,20.3366,143.598,204.109,161.9446,-12.793286,45.379498,22.672363,0.34753469529572073,0.937667124072136,0.5934469823359497,-0.8048730826387195,-0.40847384300047734,-0.9127700255729377
uanuyz,-12.878321,45.317759,3.629883,33.9806,7.86845,15.8953,-52.2179,143.144,105.11,17.52412,-12.748236,45.290681,38.545898,-0.7903464545171358,0.6126601683088211,0.5998059346087401,-0.8001455122714467,0.9654271495605458,-0.2606730114365496
uaokkj,-12.835554,45.523077,41.599609,7.88277,2.58437,4.87027,-20.3734,159.761,296.752,179.0703,-12.773094,45.59479,36.385254,-0.3481368695035065,0.9374437156930001,0.34593693089380506,-0.9382577683364922,-0.8929632314675977,0.4501296116086404
uapfrw,-12.707146,45.244711,38.31543,10.9648,1.95986,2.08636,-14.4646,127.708,139.459,72.76851,-12.786624,45.408668,33.360352,-0.24978178961863526,0.9683021520036562,0.7911381399725828,-0.6116375098706113,0.6499920171027695,-0.7599410356749219
uaqbnm,-12.811726,45.241578,22.067383,21.1438,6.66208,6.94675,52.2003,1.26215,256.76,16.80269,-12.806009,45.380914,38.286621,0.7901582215386875,0.6129029164026049,0.022026891582655944,0.9997573785910289,-0.9734192466495161,-0.22903050070304756
uaqrnk,-12.823798,45.26675,22.931641,39.8761,14.6441,24.0165,-6.49971,141.259,208.117,285.4415,-12.787,45.421987,41.743652,-0.11319818484738806,0.9935724286368138,0.6258009604944051,-0.7799827933001342,-0.4712735927928868,-0.8819870751525128
uaqvnk,-12.877639,45.330004,35.607422,15.4881,3.79704,4.57318,-12.9787,147.937,190.088,127.2112,-12.780838,45.336685,36.932617,-0.22458881173711975,0.9744536241620269,0.5308514212861835,-0.8474649069539334,-0.17516052838342866,-0.9845398871028223
uarxbd,-12.902977,45.280971,30.767578,15.1215,3.89301,4.66741,-12.8874,150.834,267.649,83.13255,-12.765558,45.294602,31.833496,-0.22303574943190557,0.9748102658852892,0.4873415708839404,-0.8732114253079681,-0.9991582772557438,-0.041021177351878754
uasrdn,-12.809933,45.402147,37.451172,12.2491,2.30286,3.82727,-14.3046,131.77,276.263,116.8678,-12.767915,45.41914,36.327637,-0.2470768094956947,0.9689958979321988,0.7458248930639979,-0.6661420485797875,-0.9940316115249879,0.10909241627645652
uasrkk,-12.756701,45.283464,40.620117,9.98801,2.35271,2.94632,-17.3869,141.59,298.969,75.65828,-12.807862,45.431671,34.858398,-0.29882260871554794,0.9543086757021726,0.6212845511285611,-0.7835850346509831,-0.8748818863573556,0.48433633450712227
uastkl,-12.88894,45.327099,27.310547,27.1689,5.33767,6.16657,-31.8309,129.439,305.519,111.7267,-12.781009,45.431716,39.698242,-0.5274140716980917,0.849608378592655,0.7723013471626534,-0.6352563491778345,-0.8139229052044628,0.5809728947063942
uaszud,-12.753796,45.248917,35.895508,13.9673,2.60962,5.63056,-17.586,109.266,196.715,39.82697,-12.755303,45.290666,34.397461,-0.302136973308531,0.9532645222392157,0.9439969165866122,-0.32995427179378767,-0.28761126734192854,-0.9577472312139408
uatybc,-12.869258,45.381875,30.537109,8.09917,3.99462,6.62346,16.7343,127.866,198.461,30.02473,-12.803432,45.326558,31.977539,0.28793386678056243,0.9576502954423359,0.789448470055951,-0.6138168400478422,-0.31665907951149536,-0.9485394179278648
uatzqm,-12.759515,45.277698,39.928711,8.1467,2.98857,4.46544,-28.6073,118.853,252.711,36.41495,-12.780963,45.404359,37.163086,-0.4788037170189798,0.8779219786340975,0.8758606712394064,-0.482564073026636,-0.9548178737841413,-0.2971915676837614
uaubxb,-12.828504,45.168089,16.075195,42.3396,7.19201,17.4017,-8.98656,141.031,200.627,23.08193,-12.809028,45.299186,34.512695,-0.15620277646071742,0.9877250086061217,0.6288998225278896,-0.7774863427896268,-0.3522827169864456,-0.9358936303408887
uaueov,-12.898235,45.383982,32.323242,21.6202,3.6314,5.44744,-13.0639,140.92,287.63,65.16866,-12.803948,45.414758,36.097168,-0.22603759543192603,0.974118578742523,0.6304048777147889,-0.7762665071696717,-0.9530322166342925,0.3028689387459979
uaugpw,-12.666939,45.277191,33.878906,31.684,12.7558,15.9452,-2.59708,170.071,298.494,236.1183,-12.728969,45.37386,32.409668,-0.045312076919691156,0.9989728803552297,0.17242768687121482,-0.9850221788367216,-0.8788670757917473,0.4770667281306286
uauycr,-12.811915,45.32798,14.116211,30.4285,8.34175,16.2156,-35.5382,132.298,115.37,36.84951,-12.66431,45.210633,15.297363,-0.5812456102647787,0.8137281736230625,0.7396545870965319,-0.6729866951040407,0.9035597589364528,-0.42846208937396
uavibz,-12.899601,45.358049,32.78418,5.17993,1.92005,2.18248,-41.4154,169.624,115.401,27.95497,-12.789843,45.432061,31.54541,-0.6615134568156046,0.7499332946681787,0.18010713197143188,-0.983647000205371,0.9033278063953599,-0.42895089951292453
uavpbs,-12.719484,45.405188,53.353516,16.1661,3.73776,4.43345,-22.9543,127.959,192.979,242.3425,-12.802094,45.623561,37.07666,-0.38999679536779513,0.9208162138031943,0.7884511099267038,-0.6150974290755482,-0.22459391396128625,-0.9744524482044008
uawshf,-12.868316,45.265926,36.932617,18.4398,4.36434,7.86801,-28.7414,68.6402,154.619,76.9918,-12.833097,45.319295,32.78418,-0.48085716829232666,0.8767989414351988,0.9313115923845597,0.3642234450033875,0.42863555249721685,-0.9034774834689604
uawwzk,-12.886186,45.364558,33.072266,14.8475,2.41242,3.74112,-21.4471,154.62,286.783,94.21906,-12.778498,45.409043,32.870605,-0.36564203547146434,0.9307555543193307,0.42861978377512844,-0.9034849644330348,-0.9574052128527628,0.2887477418134312
uaxepm,-12.756575,45.228754,34.397461,10.1327,1.95237,3.07548,-22.2988,128.8,141.644,20.55817,-12.789603,45.303188,31.54541,-0.3794367818987537,0.9252176654940812,0.7793379649314742,-0.6266038113644604,0.6205457638089436,-0.7841702334434627
uaxgel,-12.807308,45.540394,17.861328,32.0443,7.59414,11.7943,-50.3805,98.5877,258.427,146.5212,-12.74584,45.551268,40.850586,-0.770296257782035,0.6376861886907954,0.9887884598373806,-0.14932307823113186,-0.9796698965685925,-0.2006162848755883
uaxisu,-12.736816,45.24032,42.118164,6.90186,2.52972,2.83027,-7.73904,129.048,290.616,58.83051,-12.800407,45.410444,36.097168,-0.13466138696669264,0.9908916746346226,0.7766184705852254,-0.629971230411251,-0.9359612465189605,0.35210303181692953
uaxygi,-12.812548,45.292698,34.224609,5.52425,2.37177,2.65622,0.517924,151.673,267.687,63.99679,-12.747894,45.296081,32.006348,0.009039355969675589,0.999959144187228,0.4745030715701166,-0.8802538469501424,-0.9991852637802012,-0.0403585015144237
uaybpu,-12.845234,45.38336,2.304688,32.572,12.3007,15.1312,-32.5857,48.1116,70.3134,121.2327,-12.759788,45.418794,33.129883,-0.5385605072045994,0.84258683830186,0.74444673914838,0.6676818498142238,0.9415493569203046,0.33687506361106756
uayyba,-12.742558,45.279177,40.043945,7.37814,2.14162,3.3443,-20.1635,125.51,154.671,81.90736,-12.778869,45.419481,35.376953,-0.34470026651960894,0.9387128028642789,0.8140141541716133,-0.5808450368284755,0.42781540592553297,-0.9038661286124021
uazdof,-12.85541,45.583544,12.791016,26.1329,8.8647,14.3256,-64.8713,61.2554,197.05,236.1629,-12.829659,45.628576,34.483887,-0.9053561998929847,0.4246529775185074,0.8767720839371016,0.480906137233236,-0.29320612662213047,-0.9560492494172291
uazfcy,-12.791537,45.088993,17.227539,17.4054,4.1784,12.3629,38.3463,85.3451,322.036,53.30544,-12.749412,45.347187,23.882324,0.6204129972977499,0.7842752787025881,0.9967015754195476,0.08115398669314891,-0.6151662320726394,0.788397429547783
uazfzo,-12.84097,45.370406,31.458984,14.1851,9.71384,13.4019,47.6837,238.332,270.186,87.35975,-12.781794,45.286647,9.535645,0.7394396006170478,0.6732229029372818,-0.8511044554467795,-0.5249963865767469,-0.9999947307325001,0.003246306706811085
uazibr,-12.784347,45.324438,41.369141,14.9211,2.82419,4.53813,-8.96192,160.344,265.365,95.23515,-12.86652,45.433734,42.060547,-0.15577799175121393,0.9877920921357686,0.33637216161901484,-0.9417291377502086,-0.9967297017471077,-0.08080780689464084
uaziqc,-12.828869,45.325065,25.985352,3.93698,1.60763,2.10038,-23.556,150.05,227.177,21.20998,-12.820783,45.345603,27.166504,-0.3996451985172543,0.9166699053105782,0.49924405997494986,-0.8664614062840472,-0.733457060172459,-0.679735787555116
uazlxb,-12.917877,45.30903,34.973633,17.702,6.94248,9.44312,-18.0177,72.7501,112.508,69.60301,-12.7884,45.414065,34.771973,-0.3093107831211732,0.9509610083725655,0.9550204620184173,0.29653990815087394,0.923826090818606,-0.382812426552238
